Year,Value
1990,57.1
1991,18.8
1992,6.0
1993,2.0
1994,4.3
1995,33.0
1996,10.54714
1997,53.0
1998,11.41358
1999,13.82186
2000,110.90461
2001,5.30262
2002,27.62523
2003,81.7352
2004,46.06395
2005,21.21294
2006,50.6748
2007,897.39699
2008,642.74044
2009,1855.1947
2010,1882.06816
2011,2233.93854
2012,2175.05181
2013,1978.36093
2014,1513.9001
2015,1463.73759
2016,1138.61288
2017,1403.56759
2018,1139.43822
2019,1098.37595
2020,716.75622
