Year,Value
2000,-3.54532
2001,2.09699
2002,-1.76861
2003,4.06244
2004,3.25202
2005,2.95556
2006,-0.16834
2007,2.20157
2008,0.93929
2009,-0.32013
2010,1.36032
2011,-1.01569
2012,1.14874
2013,0.99162
2014,1.19469
2015,3.42122
2016,3.42526
2017,4.42785
2018,3.29539
2019,1.57048
2020,-1.86707
