Year,Value
2000,94.84902
2001,91.87166
2002,83.75428
2003,77.9638
2004,74.68727
2005,94.35477
2006,79.27422
2007,78.8515
2008,75.05823
2009,72.89256
2010,72.39358
2011,76.47839
2012,72.91474
2013,69.37172
2014,63.01813
2015,52.60058
2016,56.76727
2017,47.39973
2018,53.71354
2019,65.14275
2020,80.99195
