Indicator,Disaggregation combinations using this value
#1-5-1,10
#11-5-1,10
#13-1-1,10
#14-1-1,1
#16-1-1,1
#16-7-1,8
#17-6-1,19
#2-1-1,2
#2-1-2,36
#2-2-1,21
#2-2-2,32
#3-2-1,6
#3-2-2,1
#3-4-1,60
#3-4-2,15
#5-5-1,4
