Value,Disaggregation combinations using this value,Number of indicators
C01,2,2
C02,2,2
C03,2,2
C04,2,2
C05,2,2
C06,2,2
C07,2,2
Coral Garden,1,1
Diani,2,1
Gazi,2,1
Kilifi bay,1,1
Kilifi,1,1
Kuruwitu,2,1
Lamu,1,1
Malindi,2,1
Mombasa,1,1
Nyali,1,1
Rwanda,5,1
Shimoni,2,1
South Sudan,2,1
Uganda,5,1
United Republic of Tanzania,5,1
Vanga,1,1
