Year,Value
2006,0.97667
2007,0.96126
2008,3.76933
2009,5.77842
2010,3.86668
2011,6.64133
2012,6.53146
2013,8.0718
2014,6.06125
2015,8.25672
2016,5.73424
2017,8.57165
2018,7.90698
2019,10.98751
2020,11.30443
