Year,Value
2002,24.17943
2003,6.83005
2004,9.21188
2005,1.09004
2006,28.45
2007,51.4462
2008,14.19364
2009,166.892
2010,47.47368
2011,111.69961
2012,137.2325
2013,120.70074
2014,121.94251
2015,204.39316
2016,55.4891
2017,78.27096
2018,40.86219
2019,163.85227
2020,38.02659
