Year,Value
2000,78.86
2001,80.18
2002,80.59
2003,83.25
2004,82.31
2005,81.26
2006,79.83
2007,80.35
2008,80.64
2009,78.35
2010,76.5
2011,77.31
2012,78.71
2013,76.73
2014,74.95
2015,72.04
2016,70.94
2017,71.3
2018,72.47
2019,68.08
