Year,Value
2000,-2.22447
2001,1.65578
2002,-2.11947
2003,0.15437
2004,2.28251
2005,3.05049
2006,3.43354
2007,3.93313
2008,-2.5032
2009,0.50379
2010,5.48847
2011,3.29137
2012,1.80761
2013,3.15029
2014,2.69482
2015,3.11679
2016,1.72097
2017,1.39773
2018,3.22143
2019,2.62207
2020,-2.53584
