Year,Value
2000,61
2001,61
2002,61
2003,61
2004,61
2005,60
2006,60
2007,60
2008,60
2009,59
2010,59
2011,59
2012,59
2013,59
2014,58
2015,58
2016,58
2017,58
2018,58
2019,58
2020,58
