Year,Value
2000,112.929
2001,85.16
2002,117.223
2003,79.12
2004,76.952
2005,78.045
2006,132.934
2007,135.752
2008,133.17
2009,132.017
2010,128.049
2011,135.693
2012,139.464
2013,143.564
2014,162.771
2015,145.667
2016,153.524
2017,172.11
2018,114.714
2019,105.483
2020,83.566
2021,83.45984
