Year,Value
2000,6.4
2001,6.26
2002,6.32
2003,6.28
2004,6.28
2005,6.15
2006,6.03
2007,5.77
2008,5.97
2009,6.12
2010,5.9
2011,5.67
2012,5.49
2013,5.51
2014,5.78
2015,5.8
2016,5.62
2017,5.56
2018,5.26
2019,5.31
