Year,Value
2000,13.28927
2001,12.36027
2002,11.04983
2003,10.26365
2004,10.15909
2005,10.38663
2006,10.60129
2007,10.78644
2008,10.23276
2009,10.04437
2010,10.25027
2011,10.76894
2012,11.31468
2013,11.92827
2014,12.45587
2015,12.80492
2016,10.76584
2017,10.59709
2018,11.34123
2019,11.91637
