Year,Value
2000,-2.9
2001,0.5
2002,-2.8
2003,-0.6
2004,1.6
2005,2.5
2006,3.1
2007,3.6
2008,-2.7
2009,0.1
2010,4.9
2011,2.7
2012,1.0
2013,2.2
2014,1.7
2015,2.1
2016,2.2
2017,2.4
2018,3.9
2019,3.0
2020,-1.5
2021,2.1
