Year,Value
2000,7.405
2001,7.765
2002,9.151
2003,9.111
2004,10.783
2005,12.662
2006,14.229
2007,19.489
2008,24.326
2009,23.487
2010,20.424
2011,20.217
2012,20.17
2013,18.845
2014,18.296
2015,16.502
2016,15.341
2017,15.065
2018,14.553
2019,14.653
2020,13.857
2021,13.69805
